GeneSet,Description,Gene
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,CPT1B
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,CPT1C
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,CPT2
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,CRAT
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,CROT
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,DECR1
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,ECHS1
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,ECI1
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,ECI2
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,ETFA
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,ETFB
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,ETFDH
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,HADH
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,HADHA
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,HADHB
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,HSD17B10
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,MCEE
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,MMUT
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,PCCA
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,PCCB
Fatty_acid_oxidation,Metabolism.Lipid_metabolism.Fatty_acid_oxidation,SLC25A20
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,APEX1
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,EXOG
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,LIG3
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,OGG1
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,POLB
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,POLG
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,PRIMPOL
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,RECQL4
mtDNA_repair,Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,UNG
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,ACACA
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,ACSF3
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,CBR4
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,HSD17B8
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,HTD2
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,MCAT
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,MECR
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,NDUFAB1
Type_II_fatty_acid_synthesis,Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,OXSM
fMet_processing,Mitochondrial_central_dogma.Translation.fMet_processing,METAP1D
fMet_processing,Mitochondrial_central_dogma.Translation.fMet_processing,MTFMT
fMet_processing,Mitochondrial_central_dogma.Translation.fMet_processing,PDF
Vitamin_D_metabolism,Metabolism.Vitamin_metabolism.Vitamin_D_metabolism,CYP24A1
Vitamin_D_metabolism,Metabolism.Vitamin_metabolism.Vitamin_D_metabolism,CYP27B1
Vitamin_D_metabolism,Metabolism.Vitamin_metabolism.Vitamin_D_metabolism,FDX1
Vitamin_D_metabolism,Metabolism.Vitamin_metabolism.Vitamin_D_metabolism,FDXR
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,ACAD9
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,AIFM1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,ATPAF1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,ATPAF2
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,ATPSCKMT
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,BCS1L
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,CEP89
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,CMC1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,CMC2
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COA1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COA3
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COA4
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COA5
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COA6
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COA7
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COA8
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX10
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX11
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX14
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX15
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX16
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX17
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX18
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX19
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX20
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,COX7A2L
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,DMAC1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,DMAC2
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,ECSIT
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,FMC1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,FOXRED1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,HIGD1A
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,HIGD2A
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,LYRM2
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,LYRM7
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NDUFAF1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NDUFAF2
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NDUFAF3
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NDUFAF4
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NDUFAF5
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NDUFAF6
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NDUFAF7
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NDUFAF8
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,NUBPL
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,PET100
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,PET117
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,PNKD
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,RAB5IF
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,SCO1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,SCO2
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,SDHAF1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,SDHAF2
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,SDHAF3
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,SDHAF4
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,SMIM20
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,SURF1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TACO1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TIMM21
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TIMMDC1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TMEM126A
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TMEM126B
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TMEM177
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TMEM186
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TMEM70
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,TTC19
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,UQCC1
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,UQCC2
OXPHOS_assembly_factors,OXPHOS.OXPHOS_assembly_factors,UQCC3
Selenoproteins,Metabolism.Detoxification.Selenoproteins,GPX1
Selenoproteins,Metabolism.Detoxification.Selenoproteins,GPX4
Selenoproteins,Metabolism.Detoxification.Selenoproteins,SELENOO
Selenoproteins,Metabolism.Detoxification.Selenoproteins,TXNRD1
Selenoproteins,Metabolism.Detoxification.Selenoproteins,TXNRD2
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A23
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A24
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A25
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A31
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A33
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A36
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A4
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A41
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A5
Nucleotide_import,Metabolism.Nucleotide_metabolism.Nucleotide_import,SLC25A6
Vitamin_metabolism,Metabolism.Vitamin_metabolism,ACACA
Vitamin_metabolism,Metabolism.Vitamin_metabolism,ACACB
Vitamin_metabolism,Metabolism.Vitamin_metabolism,AKR1B10
Vitamin_metabolism,Metabolism.Vitamin_metabolism,ALDH1L1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,ALDH1L2
Vitamin_metabolism,Metabolism.Vitamin_metabolism,ALDH7A1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,AMT
Vitamin_metabolism,Metabolism.Vitamin_metabolism,BCO2
Vitamin_metabolism,Metabolism.Vitamin_metabolism,CHDH
Vitamin_metabolism,Metabolism.Vitamin_metabolism,CYP24A1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,CYP27B1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,DHRS4
Vitamin_metabolism,Metabolism.Vitamin_metabolism,DMGDH
Vitamin_metabolism,Metabolism.Vitamin_metabolism,ETFA
Vitamin_metabolism,Metabolism.Vitamin_metabolism,ETFB
Vitamin_metabolism,Metabolism.Vitamin_metabolism,ETFDH
Vitamin_metabolism,Metabolism.Vitamin_metabolism,FDX1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,FDXR
Vitamin_metabolism,Metabolism.Vitamin_metabolism,FLAD1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,FPGS
Vitamin_metabolism,Metabolism.Vitamin_metabolism,GLRX2
Vitamin_metabolism,Metabolism.Vitamin_metabolism,GTPBP3
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MCCC1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MMAA
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MMAB
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MMADHC
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MMUT
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MTFMT
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MTHFD1L
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MTHFD2
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MTHFD2L
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MTHFS
Vitamin_metabolism,Metabolism.Vitamin_metabolism,MTO1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,PC
Vitamin_metabolism,Metabolism.Vitamin_metabolism,PCCA
Vitamin_metabolism,Metabolism.Vitamin_metabolism,PLPBP
Vitamin_metabolism,Metabolism.Vitamin_metabolism,PNPO
Vitamin_metabolism,Metabolism.Vitamin_metabolism,QDPR
Vitamin_metabolism,Metabolism.Vitamin_metabolism,RDH13
Vitamin_metabolism,Metabolism.Vitamin_metabolism,RDH14
Vitamin_metabolism,Metabolism.Vitamin_metabolism,RFK
Vitamin_metabolism,Metabolism.Vitamin_metabolism,SARDH
Vitamin_metabolism,Metabolism.Vitamin_metabolism,SFXN1
Vitamin_metabolism,Metabolism.Vitamin_metabolism,SFXN3
Vitamin_metabolism,Metabolism.Vitamin_metabolism,SHMT2
Vitamin_metabolism,Metabolism.Vitamin_metabolism,SLC25A19
Vitamin_metabolism,Metabolism.Vitamin_metabolism,SLC25A32
Vitamin_metabolism,Metabolism.Vitamin_metabolism,SLC25A38
Vitamin_metabolism,Metabolism.Vitamin_metabolism,TXN2
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX4I1
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX4I2
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX5A
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX5B
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX6A1
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX6A2
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX6B1
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX6B2
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX6C
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX7A1
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX7A2
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX7A2L
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX7B
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX7B2
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX7C
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX8A
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,COX8C
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,MT-CO1
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,MT-CO2
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,MT-CO3
CIV_subunits,OXPHOS.Complex_IV.CIV_subunits,NDUFA4
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,APOO
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,APOOL
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,ATP5MD
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,ATP5ME
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,ATP5MG
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,CHCHD3
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,CHCHD6
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,IMMT
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,MICOS10
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,MICOS13
Cristae_formation,Mitochondrial_dynamics_and_surveillance.Cristae_formation,OPA1
ABC_transporters,Small_molecule_transport.ABC_transporters,ABCA9
ABC_transporters,Small_molecule_transport.ABC_transporters,ABCB10
ABC_transporters,Small_molecule_transport.ABC_transporters,ABCB6
ABC_transporters,Small_molecule_transport.ABC_transporters,ABCB7
ABC_transporters,Small_molecule_transport.ABC_transporters,ABCB8
ABC_transporters,Small_molecule_transport.ABC_transporters,ABCD1
ABC_transporters,Small_molecule_transport.ABC_transporters,ABCD2
ABC_transporters,Small_molecule_transport.ABC_transporters,ABCD3
cAMP-PKA_signaling,Signaling.cAMP-PKA_signaling,ADCY10
cAMP-PKA_signaling,Signaling.cAMP-PKA_signaling,AKAP1
cAMP-PKA_signaling,Signaling.cAMP-PKA_signaling,AKAP10
cAMP-PKA_signaling,Signaling.cAMP-PKA_signaling,PDE2A
cAMP-PKA_signaling,Signaling.cAMP-PKA_signaling,PRKACA
cAMP-PKA_signaling,Signaling.cAMP-PKA_signaling,SPHKAP
OXA,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.OXA,OXA1L
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,AFG1L
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,AFG3L2
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,ATAD1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,ATP23
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,CASP3
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,CASP8
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,CASP9
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,CLPB
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,CLPP
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,CLPX
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,DNAJA3
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,DNAJC4
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,DNLZ
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,FKBP10
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,HSPD1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,HSPE1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,HTRA2
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,IDE
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,IMMP1L
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,IMMP2L
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,LACTB
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,LAP3
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,LONP1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,MAIP1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,METAP1D
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,MIPEP
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,MUL1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,NLN
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,NRDC
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,OMA1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PARK7
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PARL
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PDF
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PHB
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PHB2
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PITRM1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PMPCA
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PMPCB
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,PRSS35
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,SPG7
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,STOML2
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,TIMM10
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,TIMM10B
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,TIMM13
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,TIMM8A
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,TIMM8B
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,TIMM9
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,TRAP1
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,USP30
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,XPNPEP3
Protein_homeostasis,Protein_import_sorting_and_homeostasis.Protein_homeostasis,YME1L1
Immune_response,Signaling.Immune_response,ACOD1
Immune_response,Signaling.Immune_response,C1QBP
Immune_response,Signaling.Immune_response,IFI27
Immune_response,Signaling.Immune_response,MAVS
Immune_response,Signaling.Immune_response,NLRX1
TIM22_carrier_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM22_carrier_pathway,AGK
TIM22_carrier_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM22_carrier_pathway,TIMM22
TIM22_carrier_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM22_carrier_pathway,TIMM29
MICOS_complex,Mitochondrial_dynamics_and_surveillance.Cristae_formation.MICOS_complex,APOO
MICOS_complex,Mitochondrial_dynamics_and_surveillance.Cristae_formation.MICOS_complex,APOOL
MICOS_complex,Mitochondrial_dynamics_and_surveillance.Cristae_formation.MICOS_complex,CHCHD3
MICOS_complex,Mitochondrial_dynamics_and_surveillance.Cristae_formation.MICOS_complex,CHCHD6
MICOS_complex,Mitochondrial_dynamics_and_surveillance.Cristae_formation.MICOS_complex,IMMT
MICOS_complex,Mitochondrial_dynamics_and_surveillance.Cristae_formation.MICOS_complex,MICOS10
MICOS_complex,Mitochondrial_dynamics_and_surveillance.Cristae_formation.MICOS_complex,MICOS13
Organelle_contact_sites,Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,AHCYL1
Organelle_contact_sites,Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,ATAD3A
Organelle_contact_sites,Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,ATAD3B
Organelle_contact_sites,Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,FKBP8
Organelle_contact_sites,Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,FUNDC2
Organelle_contact_sites,Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,MFN1
Organelle_contact_sites,Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,MFN2
Organelle_contact_sites,Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,MIGA2
